sensor_id,mule_id,interaction_time,interaction_duration
239,0,2.9000000000000004,11.200000000000001
841,0,12.200000000000001,2.2
880,0,14.4,7.6000000000000005
880,0,24.700000000000003,3.6
807,0,30.200000000000003,7.4
353,0,39.400000000000006,5.7
353,0,47.300000000000004,5.7
579,0,50.800000000000004,5.6000000000000005
106,0,52.0,5.4
910,0,56.0,5.5
910,0,62.7,3.9000000000000004
449,0,65.8,1.6
558,0,66.3,1.1
910,0,71.4,1.3
558,0,73.0,1.7000000000000002
449,0,72.9,1.9000000000000001
244,0,66.4,9.8
244,0,86.2,3.2
814,0,90.4,1.9000000000000001
814,0,93.7,2.4000000000000004
710,0,98.4,3.5
814,0,103.2,7.7
814,0,118.80000000000001,4.9
922,0,137.3,3.6
814,0,144.3,1.2000000000000002
244,0,147.1,3.5
922,0,154.20000000000002,2.4000000000000004
814,0,158.0,2.5
361,0,166.60000000000002,0.4
449,0,165.20000000000002,3.2
910,0,168.5,2.1
449,0,172.20000000000002,2.4000000000000004
910,0,173.3,2.4000000000000004
814,0,193.20000000000002,2.1
244,0,204.3,1.9000000000000001
244,0,208.10000000000002,5.5
449,0,212.5,1.8
361,0,216.4,1.0
829,0,216.20000000000002,6.5
922,0,223.3,2.4000000000000004
244,0,226.20000000000002,2.5
558,0,227.10000000000002,2.7
361,0,231.0,0.7000000000000001
449,0,226.8,6.7
910,0,233.10000000000002,1.8
910,0,237.8,1.7000000000000002
449,0,238.9,5.6000000000000005
910,0,245.9,5.800000000000001
558,0,251.10000000000002,2.0
449,0,249.70000000000002,4.6000000000000005
106,0,255.8,3.7
910,0,253.4,15.8
106,0,266.40000000000003,3.3000000000000003
583,0,284.2,11.4
782,0,282.2,14.0
685,0,280.40000000000003,18.6
814,0,305.1,0.6000000000000001
710,0,307.40000000000003,2.4000000000000004
814,0,310.8,2.5
244,0,325.8,2.3000000000000003
558,0,327.20000000000005,1.1
910,0,327.90000000000003,2.9000000000000004
449,0,327.20000000000005,5.9
558,0,330.0,3.1
244,0,331.70000000000005,6.9
558,0,338.20000000000005,1.0
449,0,337.90000000000003,2.5
361,0,339.90000000000003,1.5
361,0,347.8,0.7000000000000001
829,0,340.70000000000005,21.3
341,0,363.6,2.3000000000000003
193,0,364.40000000000003,1.5
314,0,366.5,1.7000000000000002
817,0,366.1,4.4
40,0,366.40000000000003,4.1000000000000005
341,0,370.70000000000005,4.1000000000000005
193,0,370.40000000000003,4.800000000000001
817,0,375.0,5.7
314,0,376.90000000000003,4.800000000000001
40,0,375.0,11.200000000000001
40,0,386.70000000000005,1.2000000000000002
841,0,388.5,2.5
40,0,390.90000000000003,0.5
880,0,392.1,4.1000000000000005
817,0,400.0,1.3
40,0,396.40000000000003,5.7
314,0,395.90000000000003,6.7
880,0,402.3,8.8
40,0,411.5,1.4000000000000001
239,0,419.0,1.0
841,0,413.90000000000003,7.300000000000001
314,0,422.1,1.2000000000000002
40,0,421.70000000000005,2.0
314,0,426.8,2.1
880,0,424.3,14.100000000000001
841,0,438.40000000000003,6.0
239,0,438.70000000000005,7.2
841,0,467.20000000000005,3.8000000000000003
239,0,463.70000000000005,8.8
736,0,476.3,1.8
813,0,477.40000000000003,1.5
192,0,476.90000000000003,2.2
21,0,489.3,4.0
736,0,503.90000000000003,1.4000000000000001
192,0,502.3,4.0
813,0,502.20000000000005,4.4
21,0,510.8,4.7
192,0,515.7,1.3
192,0,520.1,1.3
813,0,520.3000000000001,1.7000000000000002
917,0,522.0,2.9000000000000004
192,0,525.6,0.6000000000000001
813,0,525.0,1.6
954,0,531.3000000000001,2.8000000000000003
715,0,541.7,3.1
954,0,541.0,7.0
626,0,544.5,4.0
954,0,557.2,3.9000000000000004
626,0,556.5,5.0
124,0,564.1,1.8
124,0,568.3000000000001,5.0
124,0,576.1,6.7
695,0,564.2,19.5
124,0,590.5,7.300000000000001
695,0,587.4,11.3
342,0,600.1,2.9000000000000004
502,0,603.5,4.9
336,0,603.7,4.7
191,0,609.8000000000001,3.3000000000000003
645,0,623.5,0.7000000000000001
645,0,626.1,5.5
645,0,634.6,1.7000000000000002
645,0,637.9000000000001,0.9
645,0,640.4000000000001,3.2
645,0,649.4000000000001,0.8
292,0,653.4000000000001,3.5
292,0,659.2,1.6
292,0,661.3000000000001,5.2
446,0,653.0,14.3
292,0,668.6,8.8
292,0,678.5,5.6000000000000005
446,0,667.7,16.900000000000002
292,0,688.2,1.4000000000000001
754,0,708.2,5.9
754,0,715.1,4.4
292,0,690.7,30.0
754,0,723.4000000000001,0.5
292,0,721.7,8.0
446,0,687.2,43.0
446,0,732.3000000000001,3.4000000000000004
292,0,738.6,2.8000000000000003
292,0,742.4000000000001,12.5
446,0,735.8000000000001,19.6
292,0,760.3000000000001,4.9
446,0,759.8000000000001,6.300000000000001
754,0,769.5,1.6
292,0,768.7,14.9
446,0,768.4000000000001,15.8
292,0,790.1,3.6
446,0,788.0,6.300000000000001
754,0,833.9000000000001,5.0
446,0,829.2,10.100000000000001
411,0,838.8000000000001,1.0
292,0,830.4000000000001,11.700000000000001
398,0,844.7,23.400000000000002
416,0,868.2,2.5
0,0,870.5,2.2
95,0,872.6,2.8000000000000003
854,0,871.5,8.5
369,0,876.1,5.5
369,0,890.3000000000001,2.3000000000000003
545,0,881.0,17.3
924,0,880.7,18.6
586,0,881.3000000000001,20.0
60,0,936.7,1.3
112,0,936.4000000000001,2.4000000000000004
739,0,942.5,1.4000000000000001
112,0,945.2,0.6000000000000001
170,0,945.3000000000001,0.6000000000000001
60,0,942.6,4.3
850,0,951.5,3.2
170,0,950.9000000000001,4.0
112,0,950.3000000000001,5.4
112,0,956.9000000000001,1.2000000000000002
170,0,957.2,2.0
850,0,957.5,1.7000000000000002
60,0,950.2,9.3
775,0,959.2,6.5
838,0,966.9000000000001,0.1
775,0,968.1,7.300000000000001
60,0,975.2,2.0
60,0,977.4000000000001,7.9
775,0,982.7,7.7
170,0,990.8000000000001,0.4
60,0,990.1,3.5
170,0,996.9000000000001,1.8
60,0,994.1,6.0
775,0,998.9000000000001,1.8
775,0,1006.3000000000001,1.4000000000000001
112,0,1015.5,0.8
170,0,1013.2,4.0
60,0,1006.9000000000001,10.5
850,0,1013.8000000000001,3.7
368,0,1017.7,1.2000000000000002
368,0,1021.3000000000001,0.5
60,0,1023.4000000000001,1.0
368,0,1028.2,0.5
60,0,1030.1000000000001,1.0
775,0,1017.6,15.3
170,0,1034.6000000000001,3.5
850,0,1035.8,2.4000000000000004
60,0,1032.9,5.5
775,0,1038.2,3.5
60,0,1041.9,2.4000000000000004
775,0,1043.7,4.3
170,0,1052.7,0.1
60,0,1047.8,7.5
593,0,1056.3,3.6
168,0,1060.0,0.8
363,0,1061.9,0.9
459,0,1091.8,3.9000000000000004
840,0,1097.7,1.6
459,0,1108.4,0.30000000000000004
548,0,1114.2,0.8
459,0,1115.8,2.6
798,0,1120.4,9.4
811,0,1134.3,0.7000000000000001
22,0,1138.4,1.3
927,0,1140.2,0.4
838,0,1148.2,16.6
318,0,1147.9,17.1
318,0,1170.0,6.300000000000001
838,0,1170.3,7.5
368,0,1179.9,3.4000000000000004
775,0,1178.5,7.2
318,0,1188.1000000000001,2.2
838,0,1186.9,7.2
775,0,1195.7,4.800000000000001
60,0,1198.4,4.2
775,0,1201.7,2.0
838,0,1204.6000000000001,4.4
318,0,1206.3,2.9000000000000004
22,0,1224.0,0.9
927,0,1224.4,0.6000000000000001
927,0,1226.3,3.2
22,0,1226.5,3.3000000000000003
811,0,1234.1000000000001,4.7
789,0,1238.5,3.9000000000000004
536,0,1241.0,2.3000000000000003
102,0,1243.3000000000002,5.4
768,0,1254.1000000000001,3.6
6,0,1258.8000000000002,0.5
505,0,1251.0,11.100000000000001
768,0,1260.7,3.9000000000000004
720,0,1254.9,10.4
505,0,1263.6000000000001,2.0
420,0,1265.6000000000001,4.4
420,0,1272.8000000000002,2.3000000000000003
828,0,1283.2,3.6
828,0,1290.7,2.3000000000000003
946,0,1293.4,8.5
595,0,1306.1000000000001,0.4
46,0,1295.6000000000001,12.3
285,0,1309.2,5.300000000000001
874,0,1308.5,6.800000000000001
676,0,1308.8000000000002,7.2
980,0,1320.9,0.9
325,0,1322.7,2.3000000000000003
873,0,1323.4,1.6
752,0,1318.8000000000002,6.4
619,0,1326.3000000000002,0.9
819,0,1326.2,1.6
678,0,1326.4,1.5
5,0,1327.8000000000002,1.7000000000000002
819,0,1329.8000000000002,1.3
510,0,1326.7,5.1000000000000005
5,0,1331.0,2.6
981,0,1334.5,0.9
233,0,1348.4,13.4
311,0,1349.8000000000002,12.700000000000001
311,0,1366.6000000000001,2.5
233,0,1371.9,2.2
311,0,1370.7,4.4
328,0,1376.7,4.0
311,0,1384.0,5.7
328,0,1393.4,1.8
233,0,1400.0,3.9000000000000004
311,0,1397.2,8.1
700,0,1406.3000000000002,3.3000000000000003
328,0,1413.1000000000001,0.5
630,0,1413.2,2.7
328,0,1415.1000000000001,3.5
328,0,1420.5,1.0
233,0,1428.3000000000002,3.6
311,0,1427.6000000000001,5.300000000000001
328,0,1452.5,1.5
700,0,1437.9,22.0
311,0,1461.4,4.9
260,0,1469.3000000000002,2.2
232,0,1469.5,3.1
311,0,1477.1000000000001,2.5
311,0,1481.6000000000001,2.8000000000000003
233,0,1477.8000000000002,7.9
981,0,1486.7,1.5
5,0,1488.7,1.3
510,0,1490.6000000000001,1.4000000000000001
619,0,1488.6000000000001,4.1000000000000005
678,0,1488.7,4.5
819,0,1490.9,5.6000000000000005
619,0,1496.0,9.600000000000001
5,0,1505.7,1.4000000000000001
619,0,1506.8000000000002,2.3000000000000003
678,0,1496.1000000000001,13.200000000000001
510,0,1505.0,5.7
510,0,1511.7,4.4
819,0,1508.3000000000002,8.4
678,0,1513.8000000000002,5.5
619,0,1514.9,4.4
819,0,1518.9,4.3
619,0,1522.6000000000001,4.2
5,0,1526.5,3.1
510,0,1525.8000000000002,5.7
619,0,1529.6000000000001,4.2
678,0,1522.5,11.700000000000001
5,0,1530.7,6.7
981,0,1538.1000000000001,1.4000000000000001
5,0,1540.3000000000002,4.1000000000000005
619,0,1543.7,2.7
678,0,1543.7,3.4000000000000004
819,0,1545.7,1.7000000000000002
510,0,1545.8000000000002,2.3000000000000003
678,0,1547.6000000000001,1.2000000000000002
5,0,1547.3000000000002,7.0
233,0,1558.1000000000001,1.3
311,0,1558.0,2.5
328,0,1563.4,6.6000000000000005
328,0,1575.4,0.9
700,0,1563.9,29.400000000000002
948,0,1595.1000000000001,25.6
28,0,1595.7,25.8
700,0,1625.1000000000001,6.1000000000000005
232,0,1633.4,1.3
328,0,1636.2,1.4000000000000001
630,0,1637.2,1.6
890,0,1641.3000000000002,3.6
890,0,1647.4,0.9
260,0,1638.8000000000002,10.200000000000001
287,0,1653.2,3.6
335,0,1658.4,3.6
283,0,1663.8000000000002,2.0
119,0,1662.3000000000002,4.0
335,0,1665.1000000000001,5.6000000000000005
335,0,1675.3000000000002,9.0
283,0,1691.5,1.9000000000000001
119,0,1690.9,3.2
335,0,1685.1000000000001,9.200000000000001
335,0,1697.6000000000001,4.3
335,0,1704.6000000000001,13.4
335,0,1721.0,0.9
283,0,1717.3000000000002,5.1000000000000005
119,0,1717.0,6.4
45,0,1724.5,4.4
45,0,1731.2,3.2
45,0,1740.4,3.4000000000000004
871,0,1748.6000000000001,5.1000000000000005
683,0,1759.6000000000001,3.1
683,0,1765.2,0.7000000000000001
50,0,1765.7,1.2000000000000002
885,0,1766.8000000000002,1.6
683,0,1773.2,0.5
50,0,1773.2,0.7000000000000001
885,0,1778.3000000000002,0.1
50,0,1778.3000000000002,5.300000000000001
683,0,1778.8000000000002,5.2
899,0,1780.3000000000002,4.3
429,0,1791.4,21.200000000000003
429,0,1815.2,3.2
429,0,1820.4,0.8
671,0,1821.8000000000002,4.3
671,0,1835.1000000000001,0.7000000000000001
671,0,1839.2,1.1
117,0,1841.3000000000002,5.4
851,0,1849.0,2.7
117,0,1857.3000000000002,2.3000000000000003
117,0,1862.5,2.8000000000000003
745,0,1849.6000000000001,17.6
159,0,1852.8000000000002,16.900000000000002
415,0,1869.3000000000002,1.0
500,0,1866.5,4.5
391,0,1865.8000000000002,5.6000000000000005
388,0,1871.9,5.800000000000001
159,0,1880.3000000000002,0.6000000000000001
745,0,1878.2,3.2
500,0,1881.1000000000001,2.1
391,0,1879.6000000000001,3.8000000000000003
415,0,1882.4,1.0
750,0,1885.6000000000001,5.2
903,0,1891.1000000000001,4.3
750,0,1893.1000000000001,2.9000000000000004
903,0,1900.3000000000002,8.1
424,0,1907.6000000000001,1.7000000000000002
254,0,1908.6000000000001,2.8000000000000003
81,0,1910.7,3.6
254,0,1913.6000000000001,2.3000000000000003
81,0,1915.2,2.8000000000000003
254,0,1917.5,0.9
254,0,1920.1000000000001,1.6
424,0,1918.8000000000002,5.800000000000001
81,0,1925.8000000000002,0.8
254,0,1929.0,2.0
81,0,1929.1000000000001,4.5
162,0,1956.0,0.2
205,0,1953.3000000000002,6.7
254,0,1982.4,0.1
81,0,1979.7,6.4
254,0,1985.8000000000002,3.5
424,0,1986.8000000000002,5.800000000000001
424,0,1994.9,1.5
254,0,1991.4,12.9
778,0,2003.3000000000002,3.5
254,0,2006.7,5.6000000000000005
81,0,2011.6000000000001,4.1000000000000005
208,0,2016.8000000000002,1.1
753,0,2020.4,1.9000000000000001
234,0,2021.9,4.2
234,0,2028.0,4.2
930,0,2033.4,3.9000000000000004
456,0,2041.1000000000001,2.3000000000000003
207,0,2051.7000000000003,0.6000000000000001
673,0,2057.6,1.4000000000000001
703,0,2056.2000000000003,3.5
939,0,2063.4,0.4
703,0,2063.7000000000003,3.1
939,0,2066.6,0.5
207,0,2068.1,2.4000000000000004
518,0,2051.7000000000003,22.3
939,0,2072.5,4.2
467,0,2074.5,2.9000000000000004
703,0,2072.6,5.2
518,0,2079.2000000000003,1.8
673,0,2077.5,6.1000000000000005
518,0,2082.1,2.1
939,0,2084.5,0.2
703,0,2083.4,2.7
467,0,2084.2000000000003,2.5
84,0,2086.8,1.3
732,0,2085.7000000000003,7.6000000000000005
673,0,2094.4,3.0
207,0,2098.6,2.8000000000000003
518,0,2097.3,9.5
207,0,2105.7000000000003,1.9000000000000001
347,0,2112.4,1.0
319,0,2107.9,10.8
178,0,2115.9,3.7
255,0,2119.7000000000003,2.6
825,0,2127.2000000000003,1.4000000000000001
825,0,2133.5,3.4000000000000004
825,0,2143.4,5.5
258,0,2135.2000000000003,16.400000000000002
611,0,2155.2000000000003,3.8000000000000003
136,0,2157.8,2.7
540,0,2156.7000000000003,4.5
705,0,2155.5,6.300000000000001
617,0,2161.0,2.0
494,0,2162.1,2.3000000000000003
15,0,2163.5,3.2
494,0,2165.9,1.0
950,0,2173.6,0.30000000000000004
263,0,2172.0,3.4000000000000004
970,0,2176.3,2.2
85,0,2177.8,2.6
160,0,2178.0,3.5
970,0,2182.2000000000003,3.9000000000000004
375,0,2182.1,4.6000000000000005
85,0,2187.4,4.2
160,0,2187.1,6.6000000000000005
160,0,2223.0,0.30000000000000004
970,0,2222.7000000000003,10.3
375,0,2222.7000000000003,10.600000000000001
375,0,2236.2000000000003,3.0
160,0,2238.8,2.5
85,0,2239.2000000000003,2.2
970,0,2236.7000000000003,12.9
970,0,2251.8,3.9000000000000004
375,0,2243.1,12.9
160,0,2257.9,3.5
85,0,2258.8,4.6000000000000005
756,0,2260.8,7.2
971,0,2268.6,1.0
746,0,2266.3,3.7
575,0,2271.5,2.3000000000000003
209,0,2281.7000000000003,2.0
209,0,2291.0,1.2000000000000002
209,0,2304.5,5.6000000000000005
414,0,2316.5,2.9000000000000004
422,0,2328.9,1.1
575,0,2328.9,9.700000000000001
422,0,2334.4,6.9
209,0,2345.9,4.9
209,0,2355.1,4.6000000000000005
209,0,2360.5,1.5
209,0,2368.4,4.800000000000001
587,0,2377.1,1.8
901,0,2379.7000000000003,1.1
864,0,2381.7000000000003,6.7
542,0,2380.9,9.8
542,0,2393.6,5.300000000000001
901,0,2399.3,4.9
209,0,2406.6,9.700000000000001
209,0,2427.2000000000003,2.7
209,0,2431.7000000000003,3.5
209,0,2436.4,8.5
209,0,2446.4,2.1
587,0,2455.3,1.2000000000000002
901,0,2458.9,2.1
587,0,2461.1000000000004,13.100000000000001
587,0,2475.7000000000003,3.3000000000000003
587,0,2484.0,6.800000000000001
901,0,2492.0,1.4000000000000001
587,0,2493.6000000000004,7.9
587,0,2502.8,4.3
209,0,2510.1000000000004,2.3000000000000003
209,0,2512.8,3.0
209,0,2516.9,1.0
209,0,2519.9,3.5
901,0,2525.9,3.1
209,0,2534.2000000000003,3.3000000000000003
587,0,2539.8,6.800000000000001
587,0,2549.2000000000003,3.4000000000000004
901,0,2556.2000000000003,3.6
542,0,2560.4,1.4000000000000001
901,0,2562.4,4.4
587,0,2567.2000000000003,1.2000000000000002
587,0,2572.3,2.2
587,0,2578.1000000000004,3.8000000000000003
901,0,2582.4,1.0
901,0,2588.1000000000004,2.5
901,0,2593.0,3.5
587,0,2596.8,2.2
209,0,2600.6000000000004,3.4000000000000004
209,0,2608.3,7.6000000000000005
422,0,2617.1000000000004,1.6
575,0,2617.8,3.2
575,0,2626.5,2.2
575,0,2631.2000000000003,3.6
575,0,2639.1000000000004,1.0
422,0,2633.4,14.5
422,0,2688.4,0.5
209,0,2704.5,5.4
901,0,2712.8,1.9000000000000001
587,0,2716.6000000000004,1.7000000000000002
901,0,2718.7000000000003,2.0
587,0,2720.9,10.3
209,0,2747.1000000000004,1.4000000000000001
587,0,2750.8,1.1
901,0,2752.3,5.4
209,0,2764.4,1.8
901,0,2771.4,1.9000000000000001
587,0,2773.6000000000004,8.0
587,0,2790.4,3.9000000000000004
209,0,2799.5,4.1000000000000005
209,0,2805.7000000000003,1.6
209,0,2813.3,4.0
209,0,2820.9,4.3
587,0,2830.7000000000003,2.6
901,0,2836.6000000000004,1.6
587,0,2838.7000000000003,2.3000000000000003
587,0,2843.0,3.7
901,0,2846.8,5.0
587,0,2852.0,1.5
209,0,2858.4,5.5
587,0,2867.7000000000003,1.1
587,0,2871.5,3.6
901,0,2875.9,1.3
209,0,2884.4,2.6
587,0,2892.5,8.4
587,0,2903.1000000000004,0.9
209,0,2907.9,15.3
209,0,2924.7000000000003,1.0
209,0,2928.6000000000004,0.7000000000000001
587,0,2931.5,5.4
901,0,2937.2000000000003,3.4000000000000004
209,0,2942.9,5.9
422,0,2955.9,0.9
422,0,2966.8,1.8
575,0,2970.0,1.4000000000000001
209,0,2980.8,4.5
209,0,3012.7000000000003,6.0
587,0,3027.8,2.9000000000000004
587,0,3035.3,4.800000000000001
916,0,3040.4,1.0
587,0,3041.7000000000003,2.4000000000000004
587,0,3046.4,6.7
587,0,3054.3,1.9000000000000001
209,0,3058.9,6.7
901,0,3069.8,3.0
587,0,3075.7000000000003,13.700000000000001
587,0,3090.8,3.6
506,0,3095.6000000000004,2.6
916,0,3094.5,7.2
916,0,3107.8,6.800000000000001
587,0,3116.0,6.0
916,0,3123.0,5.1000000000000005
587,0,3128.3,4.800000000000001
916,0,3134.6000000000004,0.8
587,0,3135.6000000000004,7.300000000000001
839,0,3145.9,2.3000000000000003
644,0,3145.2000000000003,5.4
767,0,3146.4,4.2
262,0,3149.6000000000004,2.6
262,0,3153.4,5.300000000000001
767,0,3159.0,1.4000000000000001
839,0,3160.4,3.5
767,0,3167.5,0.5
644,0,3157.8,11.600000000000001
377,0,3172.4,3.4000000000000004
262,0,3168.7000000000003,8.3
644,0,3176.8,2.9000000000000004
644,0,3181.2000000000003,1.7000000000000002
262,0,3178.7000000000003,5.7
262,0,3185.0,2.8000000000000003
644,0,3190.4,1.4000000000000001
262,0,3189.1000000000004,4.0
262,0,3194.6000000000004,2.3000000000000003
767,0,3196.3,1.1
644,0,3195.8,2.8000000000000003
262,0,3197.7000000000003,1.7000000000000002
262,0,3200.4,3.3000000000000003
377,0,3202.1000000000004,3.1
78,0,3203.8,6.7
520,0,3205.1000000000004,9.5
891,0,3212.6000000000004,3.2
945,0,3218.1000000000004,1.7000000000000002
141,0,3216.5,7.7
945,0,3223.5,2.6
275,0,3223.8,2.4000000000000004
711,0,3225.3,2.0
878,0,3226.8,3.1
711,0,3229.9,5.300000000000001
275,0,3233.1000000000004,4.4
941,0,3239.4,2.3000000000000003
497,0,3238.7000000000003,5.9
941,0,3242.9,12.100000000000001
763,0,3252.4,4.9
573,0,3248.0,9.700000000000001
105,0,3260.9,1.0
261,0,3258.5,3.7
537,0,3261.2000000000003,1.9000000000000001
785,0,3259.1000000000004,4.1000000000000005
787,0,3261.7000000000003,2.7
787,0,3266.4,1.2000000000000002
534,0,3272.3,1.2000000000000002
334,0,3271.8,2.2
334,0,3274.6000000000004,1.6
334,0,3279.3,4.1000000000000005
534,0,3279.8,3.9000000000000004
534,0,3284.5,2.3000000000000003
334,0,3284.6000000000004,2.6
334,0,3288.6000000000004,3.5
534,0,3288.9,3.5
281,0,3290.5,3.5
637,0,3294.8,0.8
477,0,3294.5,4.3
637,0,3296.7000000000003,2.2
796,0,3292.8,15.600000000000001
281,0,3300.4,10.200000000000001
637,0,3311.2000000000003,2.0
581,0,3331.4,1.3
694,0,3331.6000000000004,4.4
694,0,3340.6000000000004,5.5
32,0,3347.1000000000004,3.4000000000000004
82,0,3359.3,1.6
164,0,3380.5,4.1000000000000005
131,0,3388.3,1.7000000000000002
82,0,3401.2000000000003,2.5
131,0,3404.2000000000003,1.1
472,0,3407.2000000000003,2.1
82,0,3423.5,1.9000000000000001
731,0,3424.3,2.2
997,0,3428.6000000000004,2.3000000000000003
997,0,3438.4,7.0
82,0,3450.8,1.6
731,0,3451.0,2.6
731,0,3455.1000000000004,3.2
823,0,3460.8,0.8
516,0,3460.3,3.1
731,0,3468.5,3.6
82,0,3470.9,1.7000000000000002
731,0,3479.8,7.0
82,0,3485.7000000000003,8.4
731,0,3492.7000000000003,3.5
955,0,3497.6000000000004,1.0
955,0,3524.6000000000004,3.7
516,0,3525.6000000000004,4.6000000000000005
731,0,3532.3,1.6
82,0,3536.7000000000003,2.7
731,0,3535.3,4.6000000000000005
731,0,3541.2000000000003,2.3000000000000003
82,0,3542.6000000000004,1.7000000000000002
32,0,3550.0,1.3
731,0,3559.2000000000003,3.2
82,0,3559.6000000000004,3.5
82,0,3568.8,2.6
82,0,3578.4,2.5
731,0,3577.5,4.0
731,0,3585.6000000000004,2.5
